id,sequence,task,choices,response,response_type,domain,task_original,choices_original
CBDXML,15,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
ATPMSM,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
FFRUPX,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
FFRUPX,0,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
FFRUPX,1,or;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ATPMSM,0,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
FFRUPX,2,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
FFRUPX,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
ATPMSM,1,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
FFRUPX,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
FFRUPX,5,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ATPMSM,2,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
FFRUPX,6,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
FFRUPX,7,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
FFRUPX,8,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
FFRUPX,9,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ATPMSM,3,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
FFRUPX,10,xor;possible;A;possible;B,possible;xor;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
FFRUPX,11,possible;or;A;B,or;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
FFRUPX,12,possible;or;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ATPMSM,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
FFRUPX,13,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
FFRUPX,14,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
FFRUPX,15,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ATPMSM,5,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
LLLTUW,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
LLLTUW,1,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ATPMSM,6,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
LLLTUW,0,xor;possible;A;possible;B,possible;xor;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
LLLTUW,1,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
LLLTUW,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
LLLTUW,3,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
LLLTUW,4,and;possible;A;possible;B,possible;xor;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
LLLTUW,5,possible;xor;A;B,possible;or;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
LLLTUW,6,or;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
LLLTUW,7,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
LLLTUW,8,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
LLLTUW,9,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
ATPMSM,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
LLLTUW,10,possible;xor;A;B,xor;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
LLLTUW,11,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
LLLTUW,12,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
LLLTUW,13,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
LLLTUW,14,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
LLLTUW,15,possible;xor;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ATPMSM,8,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ATPMSM,9,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ATPMSM,10,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ATPMSM,11,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ATPMSM,12,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
ATPMSM,13,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ATPMSM,14,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ATPMSM,15,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ZSUMAA,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ZSUMAA,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
VOHXVC,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
VOHXVC,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ZSUMAA,0,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ZSUMAA,1,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ZSUMAA,2,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
ZSUMAA,3,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
VOHXVC,0,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ZSUMAA,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
VOHXVC,1,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
ZSUMAA,5,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
VOHXVC,2,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ZSUMAA,6,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
VOHXVC,3,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ZSUMAA,7,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ZSUMAA,8,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
VOHXVC,4,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ZSUMAA,9,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ZSUMAA,10,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
VOHXVC,5,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ZSUMAA,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
VOHXVC,6,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
ZSUMAA,12,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
VOHXVC,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
ZSUMAA,13,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
VOHXVC,8,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ZSUMAA,14,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
VOHXVC,9,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
VOHXVC,10,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
VOHXVC,11,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
ZSUMAA,15,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
VOHXVC,12,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
VOHXVC,13,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
VOHXVC,14,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
VOHXVC,15,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
FCNJFI,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
FCNJFI,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
FCNJFI,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
RQYTTN,0,possible;and;A;B,and;possible;A;possible;B,False,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
RQYTTN,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
FCNJFI,1,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
RQYTTN,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
FCNJFI,2,possible;xor;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
RQYTTN,1,and;possible;A;possible;B,possible;xor;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
FCNJFI,3,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
RQYTTN,2,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
FCNJFI,4,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
FCNJFI,5,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
RQYTTN,3,or;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
FCNJFI,6,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
FCNJFI,7,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
RQYTTN,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
FCNJFI,8,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
RQYTTN,5,possible;or;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
RQYTTN,6,possible;xor;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
FCNJFI,9,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
RQYTTN,7,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
FCNJFI,10,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
RQYTTN,8,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
FCNJFI,11,xor;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
RQYTTN,9,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
FCNJFI,12,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
RQYTTN,10,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
FCNJFI,13,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
FCNJFI,14,and;possible;A;possible;B,possible;xor;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
RQYTTN,11,xor;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
FCNJFI,15,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
RQYTTN,12,possible;and;A;B,possible;or;A;B,False,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
RQYTTN,13,possible;xor;A;B,possible;and;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
RQYTTN,14,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
RQYTTN,15,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
ETGOUU,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ETGOUU,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
ETGOUU,0,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ETGOUU,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
ETGOUU,2,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ETGOUU,3,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
PVYNOD,0,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
PVYNOD,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
ETGOUU,4,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ETGOUU,5,or;possible;A;possible;B,possible;or;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
PVYNOD,0,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ETGOUU,6,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
PVYNOD,1,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
PVYNOD,2,possible;xor;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND it is possible that {B}
PVYNOD,3,possible;or;A;B,and;possible;A;possible;B,False,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ETGOUU,7,xor;possible;A;possible;B,or;possible;A;possible;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
PVYNOD,4,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
PVYNOD,5,xor;possible;A;possible;B,or;possible;A;possible;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, OR BOTH"
PVYNOD,6,and;possible;A;possible;B,possible;xor;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
ETGOUU,8,xor;possible;A;possible;B,possible;xor;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, BUT NOT BOTH"
PVYNOD,7,xor;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ETGOUU,9,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
PVYNOD,8,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} AND {B}
PVYNOD,9,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
ETGOUU,10,possible;or;A;B,or;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH","It is possible that {A} OR  it is possible that {B}, OR BOTH"
PVYNOD,10,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
PVYNOD,11,xor;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
PVYNOD,12,possible;xor;A;B,possible;and;A;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH",It is possible that: {A} AND {B}
ETGOUU,11,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
PVYNOD,13,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}
PVYNOD,14,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
ETGOUU,12,possible;xor;A;B,xor;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that {A} OR it is possible that {B}, BUT NOT BOTH"
PVYNOD,15,or;possible;A;possible;B,possible;or;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH","It is possible that: {A} OR {B}, OR BOTH"
ETGOUU,13,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
ETGOUU,14,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
ETGOUU,15,possible;xor;A;B,possible;or;A;B,False,verify,modal,"It is possible that: {A} OR {B}, BUT NOT BOTH","It is possible that: {A} OR {B}, OR BOTH"
DVQQHD,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B},It is possible that: {A} and {B}
DVQQHD,1,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} and {B},It is possible that {A} AND it is possible that {B}
DVQQHD,0,possible;and;A;B,possible;or;A;B,True,verify,modal,It is possible that: {A} AND {B},"It is possible that: {A} OR {B}, OR BOTH"
DVQQHD,1,and;possible;A;possible;B,possible;xor;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B},"It is possible that: {A} OR {B}, BUT NOT BOTH"
DVQQHD,2,possible;and;A;B,and;possible;A;possible;B,True,verify,modal,It is possible that: {A} AND {B},It is possible that: {A} AND it is possible that {B}
DVQQHD,3,possible;or;A;B,and;possible;A;possible;B,True,verify,modal,"It is possible that: {A} OR {B}, OR BOTH",It is possible that {A} AND it is possible that {B}
