task,choices,Task-ID
West;pear tree;apricot tree/West;lemon tree;pear tree/West;pear tree;mango tree/West;mango tree;kiwi tree/,West;lemon tree;mango tree/West;mango tree;apricot tree/West;apricot tree;pear tree/West;pear tree;kiwi tree,24
West;apricot tree;pear tree/West;orange tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;mango tree/,West;orange tree;cherry tree/West;cherry tree;pear tree/West;pear tree;apricot tree/West;apricot tree;mango tree,24
West;kiwi tree;apricot tree/West;lemon tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;plum tree/,West;lemon tree;fig tree/West;fig tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;plum tree,24
West;fig tree;orange tree/West;lemon tree;fig tree/West;fig tree;pear tree/West;pear tree;cherry tree/,West;lemon tree;pear tree/West;pear tree;orange tree/West;orange tree;fig tree/West;fig tree;cherry tree,24
West;apple tree;lime tree/West;plum tree;apple tree/West;apple tree;orange tree/West;orange tree;fig tree/,West;plum tree;orange tree/West;orange tree;lime tree/West;lime tree;apple tree/West;apple tree;fig tree,24
West;apricot tree;fig tree/West;pear tree;apricot tree/West;apricot tree;mango tree/West;mango tree;lemon tree/,West;pear tree;mango tree/West;mango tree;fig tree/West;fig tree;apricot tree/West;apricot tree;lemon tree,24
West;plum tree;apricot tree/West;mango tree;plum tree/West;plum tree;lemon tree/West;lemon tree;orange tree/,West;mango tree;lemon tree/West;lemon tree;apricot tree/West;apricot tree;plum tree/West;plum tree;orange tree,24
West;cherry tree;pear tree/West;kiwi tree;cherry tree/West;cherry tree;fig tree/West;fig tree;mango tree/,West;kiwi tree;fig tree/West;fig tree;pear tree/West;pear tree;cherry tree/West;cherry tree;mango tree,24
West;plum tree;kiwi tree/West;apricot tree;plum tree/West;plum tree;lime tree/West;lime tree;cherry tree/,West;apricot tree;lime tree/West;lime tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;cherry tree,24
West;apple tree;fig tree/West;lemon tree;apple tree/West;apple tree;peach tree/West;peach tree;orange tree/,West;lemon tree;peach tree/West;peach tree;fig tree/West;fig tree;apple tree/West;apple tree;orange tree,24
West;mango tree;lime tree/West;kiwi tree;mango tree/West;mango tree;plum tree/West;plum tree;apricot tree/,West;kiwi tree;plum tree/West;plum tree;lime tree/West;lime tree;mango tree/West;mango tree;apricot tree,24
West;apple tree;plum tree/West;lime tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;mango tree/,West;lime tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;apple tree/West;apple tree;mango tree,24
West;cherry tree;apricot tree/West;kiwi tree;cherry tree/West;cherry tree;mango tree/West;mango tree;lime tree/,West;kiwi tree;mango tree/West;mango tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;lime tree,24
West;orange tree;cherry tree/West;lime tree;orange tree/West;orange tree;fig tree/West;fig tree;kiwi tree/,West;lime tree;fig tree/West;fig tree;cherry tree/West;cherry tree;orange tree/West;orange tree;kiwi tree,24
West;fig tree;mango tree/West;plum tree;fig tree/West;fig tree;orange tree/West;orange tree;apple tree/,West;plum tree;orange tree/West;orange tree;mango tree/West;mango tree;fig tree/West;fig tree;apple tree,24
West;apple tree;plum tree/West;lime tree;apple tree/West;apple tree;cherry tree/West;cherry tree;kiwi tree/,West;lime tree;cherry tree/West;cherry tree;plum tree/West;plum tree;apple tree/West;apple tree;kiwi tree,24
West;lime tree;orange tree/West;plum tree;lime tree/West;lime tree;apricot tree/West;apricot tree;kiwi tree/,West;plum tree;apricot tree/West;apricot tree;orange tree/West;orange tree;lime tree/West;lime tree;kiwi tree,24
West;fig tree;peach tree/West;apricot tree;fig tree/West;fig tree;orange tree/West;orange tree;cherry tree/,West;apricot tree;orange tree/West;orange tree;peach tree/West;peach tree;fig tree/West;fig tree;cherry tree,24
West;lime tree;apple tree/West;kiwi tree;lime tree/West;lime tree;orange tree/West;orange tree;peach tree/,West;kiwi tree;orange tree/West;orange tree;apple tree/West;apple tree;lime tree/West;lime tree;peach tree,24
West;kiwi tree;peach tree/West;apple tree;kiwi tree/West;kiwi tree;orange tree/West;orange tree;lime tree/,West;apple tree;orange tree/West;orange tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;lime tree,24
Left;lime;apple/Left;apple;fig/Left;apple;plum/Left;plum;mango/,Left;lime;apple/Left;apple;fig/Left;fig;plum/Left;plum;mango,25
Left;apricot;lime/Left;lime;cherry/Left;lime;plum/Left;plum;fig/,Left;apricot;lime/Left;lime;cherry/Left;cherry;plum/Left;plum;fig,25
Left;apple;plum/Left;plum;lime/Left;plum;orange/Left;orange;kiwi/,Left;apple;plum/Left;plum;lime/Left;lime;orange/Left;orange;kiwi,25
Left;fig;kiwi/Left;kiwi;peach/Left;kiwi;orange/Left;orange;mango/,Left;fig;kiwi/Left;kiwi;peach/Left;peach;orange/Left;orange;mango,25
Left;apple;pear/Left;pear;lime/Left;pear;fig/Left;fig;orange/,Left;apple;pear/Left;pear;lime/Left;lime;fig/Left;fig;orange,25
Left;orange;plum/Left;plum;fig/Left;plum;lemon/Left;lemon;apricot/,Left;orange;plum/Left;plum;fig/Left;fig;lemon/Left;lemon;apricot,25
Left;cherry;peach/Left;peach;kiwi/Left;peach;mango/Left;mango;lemon/,Left;cherry;peach/Left;peach;kiwi/Left;kiwi;mango/Left;mango;lemon,25
Left;apricot;kiwi/Left;kiwi;fig/Left;kiwi;cherry/Left;cherry;lime/,Left;apricot;kiwi/Left;kiwi;fig/Left;fig;cherry/Left;cherry;lime,25
Left;apple;cherry/Left;cherry;lemon/Left;cherry;mango/Left;mango;peach/,Left;apple;cherry/Left;cherry;lemon/Left;lemon;mango/Left;mango;peach,25
Left;apricot;fig/Left;fig;plum/Left;fig;cherry/Left;cherry;lemon/,Left;apricot;fig/Left;fig;plum/Left;plum;cherry/Left;cherry;lemon,25
Left;mango;lemon/Left;lemon;apricot/Left;lemon;cherry/Left;cherry;kiwi/,Left;mango;lemon/Left;lemon;apricot/Left;apricot;cherry/Left;cherry;kiwi,25
Left;fig;peach/Left;peach;lemon/Left;peach;mango/Left;mango;apple/,Left;fig;peach/Left;peach;lemon/Left;lemon;mango/Left;mango;apple,25
Left;orange;kiwi/Left;kiwi;apricot/Left;kiwi;plum/Left;plum;mango/,Left;orange;kiwi/Left;kiwi;apricot/Left;apricot;plum/Left;plum;mango,25
Left;plum;cherry/Left;cherry;orange/Left;cherry;lime/Left;lime;apple/,Left;plum;cherry/Left;cherry;orange/Left;orange;lime/Left;lime;apple,25
Left;apricot;pear/Left;pear;kiwi/Left;pear;mango/Left;mango;orange/,Left;apricot;pear/Left;pear;kiwi/Left;kiwi;mango/Left;mango;orange,25
Left;kiwi;lemon/Left;lemon;mango/Left;lemon;orange/Left;orange;apricot/,Left;kiwi;lemon/Left;lemon;mango/Left;mango;orange/Left;orange;apricot,25
Left;lemon;cherry/Left;cherry;kiwi/Left;cherry;orange/Left;orange;mango/,Left;lemon;cherry/Left;cherry;kiwi/Left;kiwi;orange/Left;orange;mango,25
Left;fig;apricot/Left;apricot;plum/Left;apricot;lime/Left;lime;orange/,Left;fig;apricot/Left;apricot;plum/Left;plum;lime/Left;lime;orange,25
Left;lemon;orange/Left;orange;mango/Left;orange;kiwi/Left;kiwi;fig/,Left;lemon;orange/Left;orange;mango/Left;mango;kiwi/Left;kiwi;fig,25
Left;kiwi;cherry/Left;cherry;pear/Left;cherry;apricot/Left;apricot;fig/,Left;kiwi;cherry/Left;cherry;pear/Left;pear;apricot/Left;apricot;fig,25
Left;apple;kiwi/Left;kiwi;orange/Left;kiwi;mango/Left;mango;lime/,Left;apple;kiwi/Left;kiwi;orange/Left;orange;mango/Left;mango;lime,25
Left;lime;peach/Left;peach;orange/Left;peach;apricot/Left;apricot;fig/,Left;lime;peach/Left;peach;orange/Left;orange;apricot/Left;apricot;fig,25
Left;lime;apple/Left;apple;fig/Left;apple;plum/Left;plum;kiwi/,Left;lime;apple/Left;apple;fig/Left;fig;plum/Left;plum;kiwi,25
Left;fig;apple/Left;apple;kiwi/Left;apple;orange/Left;orange;lemon/,Left;fig;apple/Left;apple;kiwi/Left;kiwi;orange/Left;orange;lemon,25
Left;apricot;cherry/Left;cherry;pear/Left;cherry;orange/Left;orange;kiwi/,Left;apricot;cherry/Left;cherry;pear/Left;pear;orange/Left;orange;kiwi,25
Left;apple;lemon/Left;lemon;peach/Left;lemon;fig/Left;fig;cherry/,Left;apple;lemon/Left;lemon;peach/Left;peach;fig/Left;fig;cherry,25
Left;orange;lime/Left;lime;cherry/Left;lime;kiwi/Left;kiwi;fig/,Left;orange;lime/Left;lime;cherry/Left;cherry;kiwi/Left;kiwi;fig,25
Left;kiwi;plum/Left;plum;mango/Left;plum;apple/Left;apple;lime/,Left;kiwi;plum/Left;plum;mango/Left;mango;apple/Left;apple;lime,25
Left;kiwi;fig/Left;fig;plum/Left;fig;orange/Left;orange;apricot/,Left;kiwi;fig/Left;fig;plum/Left;plum;orange/Left;orange;apricot,25
Left;orange;fig/Left;fig;plum/Left;fig;apple/Left;apple;lemon/,Left;orange;fig/Left;fig;plum/Left;plum;apple/Left;apple;lemon,25
Left;cherry;mango/Left;mango;lemon/Left;mango;apricot/Left;apricot;orange/,Left;cherry;mango/Left;mango;lemon/Left;lemon;apricot/Left;apricot;orange,25
Left;lime;apricot/Left;apricot;mango/Left;apricot;plum/Left;plum;fig/,Left;lime;apricot/Left;apricot;mango/Left;mango;plum/Left;plum;fig,25
Left;pear;orange/Left;orange;fig/Left;orange;cherry/Left;cherry;apple/,Left;pear;orange/Left;orange;fig/Left;fig;cherry/Left;cherry;apple,25
Left;cherry;lime/Left;lime;kiwi/Left;lime;peach/Left;peach;fig/,Left;cherry;lime/Left;lime;kiwi/Left;kiwi;peach/Left;peach;fig,25
Left;cherry;peach/Left;peach;apple/Left;peach;lemon/Left;lemon;kiwi/,Left;cherry;peach/Left;peach;lemon/Left;lemon;kiwi/Left;kiwi;apple,26
Left;cherry;kiwi/Left;kiwi;fig/Left;kiwi;pear/Left;pear;lemon/,Left;cherry;kiwi/Left;kiwi;pear/Left;pear;lemon/Left;lemon;fig,26
Left;plum;lime/Left;lime;kiwi/Left;lime;apricot/Left;apricot;orange/,Left;plum;lime/Left;lime;apricot/Left;apricot;orange/Left;orange;kiwi,26
Left;orange;peach/Left;peach;cherry/Left;peach;mango/Left;mango;kiwi/,Left;orange;peach/Left;peach;mango/Left;mango;kiwi/Left;kiwi;cherry,26
Left;apricot;fig/Left;fig;cherry/Left;fig;peach/Left;peach;lemon/,Left;apricot;fig/Left;fig;peach/Left;peach;lemon/Left;lemon;cherry,26
Left;peach;mango/Left;mango;kiwi/Left;mango;apple/Left;apple;fig/,Left;peach;mango/Left;mango;apple/Left;apple;fig/Left;fig;kiwi,26
Left;lemon;pear/Left;pear;orange/Left;pear;apricot/Left;apricot;cherry/,Left;lemon;pear/Left;pear;apricot/Left;apricot;cherry/Left;cherry;orange,26
Left;mango;lemon/Left;lemon;cherry/Left;lemon;kiwi/Left;kiwi;plum/,Left;mango;lemon/Left;lemon;kiwi/Left;kiwi;plum/Left;plum;cherry,26
Left;kiwi;peach/Left;peach;lemon/Left;peach;mango/Left;mango;apple/,Left;kiwi;peach/Left;peach;mango/Left;mango;apple/Left;apple;lemon,26
Left;orange;lime/Left;lime;fig/Left;lime;apple/Left;apple;pear/,Left;orange;lime/Left;lime;apple/Left;apple;pear/Left;pear;fig,26
Left;cherry;orange/Left;orange;lime/Left;orange;apple/Left;apple;peach/,Left;cherry;orange/Left;orange;apple/Left;apple;peach/Left;peach;lime,26
Left;apricot;mango/Left;mango;kiwi/Left;mango;orange/Left;orange;peach/,Left;apricot;mango/Left;mango;orange/Left;orange;peach/Left;peach;kiwi,26
Left;mango;orange/Left;orange;apricot/Left;orange;lime/Left;lime;cherry/,Left;mango;orange/Left;orange;lime/Left;lime;cherry/Left;cherry;apricot,26
Left;lime;apple/Left;apple;plum/Left;apple;cherry/Left;cherry;kiwi/,Left;lime;apple/Left;apple;cherry/Left;cherry;kiwi/Left;kiwi;plum,26
Left;peach;apricot/Left;apricot;kiwi/Left;apricot;cherry/Left;cherry;lemon/,Left;peach;apricot/Left;apricot;cherry/Left;cherry;lemon/Left;lemon;kiwi,26
Left;plum;lime/Left;lime;mango/Left;lime;cherry/Left;cherry;apple/,Left;plum;lime/Left;lime;cherry/Left;cherry;apple/Left;apple;mango,26
Left;lemon;peach/Left;peach;apricot/Left;peach;mango/Left;mango;cherry/,Left;lemon;peach/Left;peach;mango/Left;mango;cherry/Left;cherry;apricot,26
Left;cherry;peach/Left;peach;lime/Left;peach;mango/Left;mango;apple/,Left;cherry;peach/Left;peach;mango/Left;mango;apple/Left;apple;lime,26
Left;apple;lime/Left;lime;orange/Left;lime;pear/Left;pear;mango/,Left;apple;lime/Left;lime;pear/Left;pear;mango/Left;mango;orange,26
Left;cherry;apple/Left;apple;peach/Left;apple;mango/Left;mango;fig/,Left;cherry;apple/Left;apple;mango/Left;mango;fig/Left;fig;peach,26
Left;lemon;apricot/Left;apricot;orange/Left;apricot;fig/Left;fig;peach/,Left;lemon;apricot/Left;apricot;fig/Left;fig;peach/Left;peach;orange,26
Left;apple;kiwi/Left;kiwi;plum/Left;kiwi;orange/Left;orange;cherry/,Left;apple;kiwi/Left;kiwi;orange/Left;orange;cherry/Left;cherry;plum,26
Left;mango;apple/Left;apple;kiwi/Left;apple;pear/Left;pear;cherry/,Left;mango;apple/Left;apple;pear/Left;pear;cherry/Left;cherry;kiwi,26
Left;lemon;apricot/Left;apricot;pear/Left;apricot;fig/Left;fig;kiwi/,Left;lemon;apricot/Left;apricot;fig/Left;fig;kiwi/Left;kiwi;pear,26
Left;orange;pear/Left;pear;lime/Left;pear;apple/Left;apple;mango/,Left;orange;pear/Left;pear;apple/Left;apple;mango/Left;mango;lime,26
Left;plum;lime/Left;lime;mango/Left;lime;orange/Left;orange;kiwi/,Left;plum;lime/Left;lime;orange/Left;orange;kiwi/Left;kiwi;mango,26
Left;mango;lime/Left;lime;pear/Left;lime;orange/Left;orange;apple/,Left;mango;lime/Left;lime;orange/Left;orange;apple/Left;apple;pear,26
Left;mango;lime/Left;lime;cherry/Left;lime;plum/Left;plum;apricot/,Left;mango;lime/Left;lime;plum/Left;plum;apricot/Left;apricot;cherry,26
Left;lemon;cherry/Left;cherry;plum/Left;cherry;apricot/Left;apricot;mango/,Left;lemon;cherry/Left;cherry;apricot/Left;apricot;mango/Left;mango;plum,26
Left;lime;apricot/Left;apricot;kiwi/Left;apricot;plum/Left;plum;orange/,Left;lime;apricot/Left;apricot;plum/Left;plum;orange/Left;orange;kiwi,26
Left;peach;mango/Left;mango;apricot/Left;mango;cherry/Left;cherry;kiwi/,Left;peach;mango/Left;mango;cherry/Left;cherry;kiwi/Left;kiwi;apricot,26
Left;apricot;kiwi/Left;kiwi;peach/Left;kiwi;lime/Left;lime;orange/,Left;apricot;kiwi/Left;kiwi;lime/Left;lime;orange/Left;orange;peach,26
Left;fig;apple/Left;apple;orange/Left;apple;pear/Left;pear;kiwi/,Left;fig;apple/Left;apple;pear/Left;pear;kiwi/Left;kiwi;orange,26
Left;orange;pear/Left;pear;kiwi/Left;pear;apricot/Left;apricot;mango/,Left;orange;pear/Left;pear;apricot/Left;apricot;mango/Left;mango;kiwi,26
Left;apple;cherry/Left;cherry;fig/Left;cherry;peach/Left;peach;lemon/,Left;apple;cherry/Left;cherry;peach/Left;peach;fig/Left;fig;lemon,27
Left;pear;kiwi/Left;kiwi;mango/Left;kiwi;fig/Left;fig;lime/,Left;pear;kiwi/Left;kiwi;fig/Left;fig;mango/Left;mango;lime,27
Left;mango;lime/Left;lime;apple/Left;lime;cherry/Left;cherry;plum/,Left;mango;lime/Left;lime;cherry/Left;cherry;apple/Left;apple;plum,27
Left;pear;mango/Left;mango;fig/Left;mango;apple/Left;apple;lemon/,Left;pear;mango/Left;mango;apple/Left;apple;fig/Left;fig;lemon,27
Left;apple;lime/Left;lime;cherry/Left;lime;orange/Left;orange;mango/,Left;apple;lime/Left;lime;orange/Left;orange;cherry/Left;cherry;mango,27
Left;orange;apricot/Left;apricot;fig/Left;apricot;pear/Left;pear;cherry/,Left;orange;apricot/Left;apricot;pear/Left;pear;fig/Left;fig;cherry,27
Left;plum;fig/Left;fig;mango/Left;fig;kiwi/Left;kiwi;cherry/,Left;plum;fig/Left;fig;kiwi/Left;kiwi;mango/Left;mango;cherry,27
Left;fig;lemon/Left;lemon;kiwi/Left;lemon;apple/Left;apple;mango/,Left;fig;lemon/Left;lemon;apple/Left;apple;kiwi/Left;kiwi;mango,27
Left;kiwi;apricot/Left;apricot;fig/Left;apricot;plum/Left;plum;cherry/,Left;kiwi;apricot/Left;apricot;plum/Left;plum;fig/Left;fig;cherry,27
Left;lemon;apricot/Left;apricot;mango/Left;apricot;kiwi/Left;kiwi;plum/,Left;lemon;apricot/Left;apricot;kiwi/Left;kiwi;mango/Left;mango;plum,27
Left;kiwi;cherry/Left;cherry;apple/Left;cherry;pear/Left;pear;orange/,Left;kiwi;cherry/Left;cherry;pear/Left;pear;apple/Left;apple;orange,27
Left;apricot;cherry/Left;cherry;fig/Left;cherry;pear/Left;pear;orange/,Left;apricot;cherry/Left;cherry;pear/Left;pear;fig/Left;fig;orange,27
Left;fig;apple/Left;apple;orange/Left;apple;lemon/Left;lemon;peach/,Left;fig;apple/Left;apple;lemon/Left;lemon;orange/Left;orange;peach,27
Left;apple;pear/Left;pear;kiwi/Left;pear;cherry/Left;cherry;mango/,Left;apple;pear/Left;pear;cherry/Left;cherry;kiwi/Left;kiwi;mango,27
Left;lime;pear/Left;pear;orange/Left;pear;mango/Left;mango;apricot/,Left;lime;pear/Left;pear;mango/Left;mango;orange/Left;orange;apricot,27
Left;apricot;fig/Left;fig;orange/Left;fig;lime/Left;lime;plum/,Left;apricot;fig/Left;fig;lime/Left;lime;orange/Left;orange;plum,27
Left;peach;kiwi/Left;kiwi;cherry/Left;kiwi;lime/Left;lime;mango/,Left;peach;kiwi/Left;kiwi;lime/Left;lime;cherry/Left;cherry;mango,27
Left;orange;fig/Left;fig;mango/Left;fig;lime/Left;lime;apple/,Left;orange;fig/Left;fig;lime/Left;lime;mango/Left;mango;apple,27
Left;apple;plum/Left;plum;cherry/Left;plum;kiwi/Left;kiwi;fig/,Left;apple;plum/Left;plum;kiwi/Left;kiwi;cherry/Left;cherry;fig,27
Left;orange;apricot/Left;apricot;fig/Left;apricot;lime/Left;lime;mango/,Left;orange;apricot/Left;apricot;lime/Left;lime;fig/Left;fig;mango,27
Left;apple;cherry/Left;cherry;peach/Left;cherry;lime/Left;lime;fig/,Left;apple;cherry/Left;cherry;lime/Left;lime;peach/Left;peach;fig,27
Left;mango;lemon/Left;lemon;apple/Left;lemon;pear/Left;pear;fig/,Left;mango;lemon/Left;lemon;pear/Left;pear;apple/Left;apple;fig,27
Left;lemon;pear/Left;pear;fig/Left;pear;apple/Left;apple;orange/,Left;lemon;pear/Left;pear;apple/Left;apple;fig/Left;fig;orange,27
Left;fig;kiwi/Left;kiwi;peach/Left;kiwi;apricot/Left;apricot;lime/,Left;fig;kiwi/Left;kiwi;apricot/Left;apricot;peach/Left;peach;lime,27
Left;lime;orange/Left;orange;apricot/Left;orange;pear/Left;pear;fig/,Left;lime;orange/Left;orange;pear/Left;pear;apricot/Left;apricot;fig,27
Left;lime;peach/Left;peach;kiwi/Left;peach;cherry/Left;cherry;mango/,Left;lime;peach/Left;peach;cherry/Left;cherry;kiwi/Left;kiwi;mango,27
Left;lime;fig/Left;fig;apple/Left;fig;kiwi/Left;kiwi;peach/,Left;lime;fig/Left;fig;kiwi/Left;kiwi;apple/Left;apple;peach,27
Left;peach;kiwi/Left;kiwi;apricot/Left;kiwi;lemon/Left;lemon;cherry/,Left;peach;kiwi/Left;kiwi;lemon/Left;lemon;apricot/Left;apricot;cherry,27
Left;kiwi;peach/Left;peach;orange/Left;peach;lime/Left;lime;fig/,Left;kiwi;peach/Left;peach;lime/Left;lime;orange/Left;orange;fig,27
Left;apple;lemon/Left;lemon;mango/Left;lemon;kiwi/Left;kiwi;peach/,Left;apple;lemon/Left;lemon;kiwi/Left;kiwi;mango/Left;mango;peach,27
Left;fig;kiwi/Left;kiwi;apricot/Left;kiwi;pear/Left;pear;lime/,Left;fig;kiwi/Left;kiwi;pear/Left;pear;apricot/Left;apricot;lime,27
Left;cherry;apricot/Left;apricot;lemon/Left;apricot;orange/Left;orange;pear/,Left;cherry;apricot/Left;apricot;orange/Left;orange;lemon/Left;lemon;pear,27
Left;fig;kiwi/Left;kiwi;peach/Left;kiwi;lemon/Left;lemon;mango/,Left;fig;kiwi/Left;kiwi;lemon/Left;lemon;peach/Left;peach;mango,27
Left;orange;fig/Left;fig;kiwi/Left;fig;plum/Left;plum;cherry/,Left;orange;fig/Left;fig;plum/Left;plum;kiwi/Left;kiwi;cherry,27
Left;peach;mango/Left;mango;apricot/Left;mango;kiwi/Left;kiwi;fig/,Left;fig;mango/Left;mango;apricot/Left;apricot;kiwi/Left;kiwi;peach,28
Left;orange;apple/Left;apple;cherry/Left;apple;pear/Left;pear;lemon/,Left;lemon;apple/Left;apple;cherry/Left;cherry;pear/Left;pear;orange,28
Left;cherry;lime/Left;lime;apricot/Left;lime;fig/Left;fig;pear/,Left;pear;lime/Left;lime;apricot/Left;apricot;fig/Left;fig;cherry,28
Left;apricot;lemon/Left;lemon;pear/Left;lemon;fig/Left;fig;mango/,Left;mango;lemon/Left;lemon;pear/Left;pear;fig/Left;fig;apricot,28
Left;lime;kiwi/Left;kiwi;peach/Left;kiwi;apricot/Left;apricot;mango/,Left;mango;kiwi/Left;kiwi;peach/Left;peach;apricot/Left;apricot;lime,28
Left;pear;cherry/Left;cherry;lime/Left;cherry;mango/Left;mango;orange/,Left;orange;cherry/Left;cherry;lime/Left;lime;mango/Left;mango;pear,28
Left;lemon;apricot/Left;apricot;pear/Left;apricot;mango/Left;mango;orange/,Left;orange;apricot/Left;apricot;pear/Left;pear;mango/Left;mango;lemon,28
Left;peach;mango/Left;mango;lemon/Left;mango;orange/Left;orange;fig/,Left;fig;mango/Left;mango;lemon/Left;lemon;orange/Left;orange;peach,28
Left;apple;lemon/Left;lemon;pear/Left;lemon;cherry/Left;cherry;mango/,Left;mango;lemon/Left;lemon;pear/Left;pear;cherry/Left;cherry;apple,28
Left;fig;plum/Left;plum;kiwi/Left;plum;cherry/Left;cherry;apple/,Left;apple;plum/Left;plum;kiwi/Left;kiwi;cherry/Left;cherry;fig,28
Left;pear;lime/Left;lime;orange/Left;lime;mango/Left;mango;apple/,Left;apple;lime/Left;lime;orange/Left;orange;mango/Left;mango;pear,28
Left;orange;pear/Left;pear;cherry/Left;pear;kiwi/Left;kiwi;fig/,Left;fig;pear/Left;pear;cherry/Left;cherry;kiwi/Left;kiwi;orange,28
Left;pear;lemon/Left;lemon;mango/Left;lemon;apple/Left;apple;cherry/,Left;cherry;lemon/Left;lemon;mango/Left;mango;apple/Left;apple;pear,28
Left;peach;cherry/Left;cherry;lime/Left;cherry;fig/Left;fig;mango/,Left;mango;cherry/Left;cherry;lime/Left;lime;fig/Left;fig;peach,28
Left;fig;mango/Left;mango;pear/Left;mango;orange/Left;orange;lemon/,Left;lemon;mango/Left;mango;pear/Left;pear;orange/Left;orange;fig,28
Left;mango;lime/Left;lime;apricot/Left;lime;peach/Left;peach;orange/,Left;orange;lime/Left;lime;apricot/Left;apricot;peach/Left;peach;mango,28
Left;apple;mango/Left;mango;fig/Left;mango;cherry/Left;cherry;lime/,Left;lime;mango/Left;mango;fig/Left;fig;cherry/Left;cherry;apple,28
Left;pear;orange/Left;orange;kiwi/Left;orange;lemon/Left;lemon;mango/,Left;mango;orange/Left;orange;kiwi/Left;kiwi;lemon/Left;lemon;pear,28
Left;peach;lime/Left;lime;apple/Left;lime;cherry/Left;cherry;mango/,Left;mango;lime/Left;lime;apple/Left;apple;cherry/Left;cherry;peach,28
Left;pear;lime/Left;lime;kiwi/Left;lime;apricot/Left;apricot;mango/,Left;mango;lime/Left;lime;kiwi/Left;kiwi;apricot/Left;apricot;pear,28
Left;mango;lemon/Left;lemon;orange/Left;lemon;apple/Left;apple;peach/,Left;peach;lemon/Left;lemon;orange/Left;orange;apple/Left;apple;mango,28
Left;fig;lemon/Left;lemon;orange/Left;lemon;cherry/Left;cherry;apricot/,Left;apricot;lemon/Left;lemon;orange/Left;orange;cherry/Left;cherry;fig,28
Left;lemon;pear/Left;pear;orange/Left;pear;mango/Left;mango;kiwi/,Left;kiwi;pear/Left;pear;orange/Left;orange;mango/Left;mango;lemon,28
Left;fig;pear/Left;pear;mango/Left;pear;orange/Left;orange;lime/,Left;lime;pear/Left;pear;mango/Left;mango;orange/Left;orange;fig,28
Left;kiwi;lemon/Left;lemon;cherry/Left;lemon;apple/Left;apple;pear/,Left;pear;lemon/Left;lemon;cherry/Left;cherry;apple/Left;apple;kiwi,28
Left;fig;orange/Left;orange;lemon/Left;orange;plum/Left;plum;kiwi/,Left;kiwi;orange/Left;orange;lemon/Left;lemon;plum/Left;plum;fig,28
Left;orange;peach/Left;peach;fig/Left;peach;lemon/Left;lemon;kiwi/,Left;kiwi;peach/Left;peach;fig/Left;fig;lemon/Left;lemon;orange,28
Left;kiwi;lime/Left;lime;mango/Left;lime;pear/Left;pear;apricot/,Left;apricot;lime/Left;lime;mango/Left;mango;pear/Left;pear;kiwi,28
Left;orange;peach/Left;peach;apple/Left;peach;mango/Left;mango;lemon/,Left;lemon;peach/Left;peach;apple/Left;apple;mango/Left;mango;orange,28
Left;apricot;lime/Left;lime;kiwi/Left;lime;orange/Left;orange;cherry/,Left;cherry;lime/Left;lime;kiwi/Left;kiwi;orange/Left;orange;apricot,28
Left;peach;orange/Left;orange;lime/Left;orange;apricot/Left;apricot;fig/,Left;fig;orange/Left;orange;lime/Left;lime;apricot/Left;apricot;peach,28
Left;plum;cherry/Left;cherry;apricot/Left;cherry;lime/Left;lime;mango/,Left;mango;cherry/Left;cherry;apricot/Left;apricot;lime/Left;lime;plum,28
Left;apricot;fig/Left;fig;lime/Left;fig;peach/Left;peach;cherry/,Left;cherry;fig/Left;fig;lime/Left;lime;peach/Left;peach;apricot,28
Left;fig;plum/Left;plum;lime/Left;plum;kiwi/Left;kiwi;mango/,Left;mango;plum/Left;plum;lime/Left;lime;kiwi/Left;kiwi;fig,28
Left;cherry;fig/Left;fig;lime/Left;fig;orange/Left;orange;apple/,Left;cherry;lime/Left;lime;fig/Left;fig;orange/Left;orange;apple,29
Left;plum;cherry/Left;cherry;apple/Left;cherry;kiwi/Left;kiwi;fig/,Left;plum;apple/Left;apple;cherry/Left;cherry;kiwi/Left;kiwi;fig,29
Left;mango;lemon/Left;lemon;pear/Left;lemon;apple/Left;apple;cherry/,Left;mango;pear/Left;pear;lemon/Left;lemon;apple/Left;apple;cherry,29
Left;pear;apricot/Left;apricot;mango/Left;apricot;orange/Left;orange;lime/,Left;pear;mango/Left;mango;apricot/Left;apricot;orange/Left;orange;lime,29
Left;apple;pear/Left;pear;fig/Left;pear;kiwi/Left;kiwi;lime/,Left;apple;fig/Left;fig;pear/Left;pear;kiwi/Left;kiwi;lime,29
Left;plum;fig/Left;fig;mango/Left;fig;apricot/Left;apricot;kiwi/,Left;plum;mango/Left;mango;fig/Left;fig;apricot/Left;apricot;kiwi,29
Left;mango;fig/Left;fig;cherry/Left;fig;lemon/Left;lemon;plum/,Left;mango;cherry/Left;cherry;fig/Left;fig;lemon/Left;lemon;plum,29
Left;lemon;peach/Left;peach;cherry/Left;peach;apricot/Left;apricot;orange/,Left;lemon;cherry/Left;cherry;peach/Left;peach;apricot/Left;apricot;orange,29
