id,sequence,domain,task,response_type,choices,response,truth,type_of_syllogism,response_time,ldt_rw,ldt_uw,rt_avg
57,8,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,False,False,match-invalid,17060,730.2,669.5,10782.2
57,13,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,False,False,match-invalid,8672,762.67,753.83,10782.2
57,17,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,4124,639.0,632.67,10782.2
57,11,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,3395,634.0,596.8,10782.2
57,4,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,15994,695.0,787.33,10782.2
57,3,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,8030,749.4,833.0,10782.2
57,5,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,10785,601.5,701.4,10782.2
57,6,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,20638,568.67,607.33,10782.2
57,10,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,10194,601.67,781.4,10782.2
57,12,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,3777,699.0,723.8,10782.2
57,9,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,17882,619.67,691.33,10782.2
57,7,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,19470,735.17,616.83,10782.2
57,16,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,5773,617.17,643.17,10782.2
58,11,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,5759,595.2,590.83,7662.2
58,12,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,1220,596.5,656.0,7662.2
58,10,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,2471,746.33,684.5,7662.2
58,9,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,3877,727.4,596.8,7662.2
58,6,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,2070,539.33,633.8,7662.2
58,14,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4931,858.17,695.67,7662.2
58,4,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4518,777.8,638.67,7662.2
58,5,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,2173,645.0,603.33,7662.2
58,3,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,3680,599.83,575.2,7662.2
58,7,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,848,582.2,676.17,7662.2
58,18,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,20666,690.4,720.17,7662.2
58,17,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,26640,577.0,617.5,7662.2
58,16,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,13131,581.4,728.0,7662.2
58,8,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,20897,535.0,530.6,7662.2
58,15,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2052,642.4,734.8,7662.2
59,12,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,3666,475.83,480.0,6811.2
59,3,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,5287,561.67,665.4,6811.2
59,4,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,1640,547.33,567.5,6811.2
59,17,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,2752,548.17,600.0,6811.2
59,16,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,2159,504.17,526.67,6811.2
59,13,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,3314,496.67,574.5,6811.2
59,8,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,False,True,match-valid,2438,551.0,569.33,6811.2
59,7,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,False,True,match-valid,3249,537.0,520.0,6811.2
59,6,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,True,False,mismatch-invalid,18097,537.33,480.67,6811.2
59,5,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,17285,491.8,545.0,6811.2
59,15,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,14676,550.17,581.83,6811.2
59,11,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,10833,523.83,536.0,6811.2
59,14,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,6862,552.5,538.5,6811.2
59,18,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,4234,575.17,572.75,6811.2
59,9,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,5676,459.83,569.0,6811.2
60,24,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,5010,640.17,668.5,5964.5
60,18,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,4400,762.0,576.5,5964.5
60,8,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,2728,560.5,749.83,5964.5
60,17,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,False,False,match-invalid,11836,726.8,719.33,5964.5
60,11,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,6641,597.67,659.6,5964.5
60,14,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,2551,808.6,568.4,5964.5
60,12,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,3817,721.33,660.17,5964.5
60,16,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,2800,753.67,800.17,5964.5
60,15,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,6730,634.67,610.0,5964.5
60,6,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,14080,691.2,557.33,5964.5
60,7,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,3539,769.0,643.67,5964.5
60,13,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,4518,578.67,584.17,5964.5
60,10,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,10367,717.83,525.17,5964.5
60,4,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,2776,646.17,639.0,5964.5
60,3,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,True,False,mismatch-invalid,6720,640.4,712.4,5964.5
61,7,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,4505,632.0,693.17,6250.6
61,8,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,1946,596.4,567.0,6250.6
61,10,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,2301,552.0,716.33,6250.6
61,11,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,2609,679.33,700.33,6250.6
61,12,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1482,547.2,637.5,6250.6
61,14,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,3963,514.4,516.33,6250.6
61,15,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4019,598.67,537.5,6250.6
61,18,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,9860,604.2,665.0,6250.6
61,9,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,6457,550.67,549.8,6250.6
61,3,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,16177,583.2,666.8,6250.6
61,5,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,4122,547.8,573.5,6250.6
61,6,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,4641,531.0,586.4,6250.6
61,13,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2314,563.0,553.83,6250.6
61,16,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,24250,620.0,627.2,6250.6
61,17,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,5113,560.0,547.33,6250.6
62,3,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,5833,833.25,1019.17,10648.6
62,4,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,11374,786.83,930.0,10648.6
62,6,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,10949,672.6,800.67,10648.6
62,8,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,8584,689.6,892.5,10648.6
62,10,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,11323,869.67,846.4,10648.6
62,13,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,7002,792.33,782.4,10648.6
62,15,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,11792,929.83,766.33,10648.6
62,18,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,1553,884.67,916.0,10648.6
62,17,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,11159,717.0,703.67,10648.6
62,5,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,12650,839.33,968.4,10648.6
62,7,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,18224,795.5,965.33,10648.6
62,11,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2468,814.0,841.2,10648.6
62,12,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,15497,776.67,829.0,10648.6
62,14,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,17611,868.0,841.2,10648.6
62,16,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,13710,675.6,745.33,10648.6
63,4,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,4628,738.2,1098.0,4940.2
63,6,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,3897,703.33,841.5,4940.2
63,7,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,1785,695.67,869.0,4940.2
63,8,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,6021,800.83,746.5,4940.2
63,9,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,8504,834.83,796.8,4940.2
63,13,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,1763,596.17,691.75,4940.2
63,15,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,1989,609.5,646.33,4940.2
63,16,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,3619,837.2,682.0,4940.2
63,17,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,5157,629.2,714.17,4940.2
63,3,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,9162,793.33,666.2,4940.2
63,5,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,13619,812.0,708.67,4940.2
63,11,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2228,712.5,759.67,4940.2
63,12,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,3253,730.0,818.2,4940.2
63,14,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,4435,584.83,573.0,4940.2
63,18,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,4043,672.0,845.0,4940.2
64,3,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,4230,472.6,515.4,3280.13
64,4,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,3151,512.5,517.4,3280.13
64,6,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,3372,579.2,515.8,3280.13
64,7,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,1555,509.0,505.17,3280.13
64,8,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,2546,501.5,472.25,3280.13
64,12,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,1809,527.33,541.2,3280.13
64,13,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,False,False,match-invalid,1305,510.0,458.0,3280.13
64,18,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,5317,514.17,579.8,3280.13
64,16,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,9446,518.5,547.2,3280.13
64,5,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2513,537.2,554.0,3280.13
64,9,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,3596,595.0,584.0,3280.13
64,10,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,2590,530.33,510.8,3280.13
64,11,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,3782,509.0,576.4,3280.13
64,14,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,3215,525.0,517.6,3280.13
64,15,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,775,504.2,588.6,3280.13
65,6,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,5752,589.17,630.17,5071.73
65,8,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,2191,601.33,574.83,5071.73
65,9,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,3493,645.33,683.2,5071.73
65,10,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,2354,714.5,601.67,5071.73
65,12,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,2675,628.33,793.0,5071.73
65,14,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4870,609.6,660.17,5071.73
65,15,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,9600,710.0,739.83,5071.73
65,16,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,1835,585.17,644.0,5071.73
65,13,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,4176,569.17,580.2,5071.73
65,3,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,True,False,mismatch-invalid,5629,643.0,668.83,5071.73
65,4,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,6599,745.8,652.67,5071.73
65,5,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,6865,650.0,690.0,5071.73
65,11,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,4513,635.6,570.83,5071.73
65,17,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,9291,689.33,627.2,5071.73
65,18,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,6233,540.6,660.83,5071.73
66,4,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,False,True,match-valid,6440,651.5,663.5,10740.4
66,5,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,False,True,match-valid,2338,586.25,660.67,10740.4
66,6,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,20328,696.17,597.0,10740.4
66,7,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,12482,586.0,777.2,10740.4
66,9,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,10191,676.83,736.8,10740.4
66,12,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,20147,690.33,563.0,10740.4
66,17,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,7274,574.2,870.2,10740.4
66,18,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4739,900.83,808.4,10740.4
66,10,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,18065,851.17,565.6,10740.4
66,3,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,12797,668.33,974.5,10740.4
66,8,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,2822,904.67,757.4,10740.4
66,13,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,17650,672.17,826.8,10740.4
66,14,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,False,False,mismatch-invalid,10301,877.4,735.33,10740.4
66,15,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,4542,757.17,752.17,10740.4
66,16,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,False,True,mismatch-valid,10990,545.8,672.4,10740.4
67,4,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,12853,629.33,564.2,37604.13
67,5,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,36417,665.4,623.83,37604.13
67,6,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,60211,614.0,674.33,37604.13
67,7,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,14454,533.8,648.17,37604.13
67,13,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,18555,606.5,627.6,37604.13
67,14,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,20879,549.0,510.0,37604.13
67,17,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,14905,614.8,683.17,37604.13
67,18,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,25470,761.0,596.0,37604.13
67,3,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,7514,583.5,507.25,37604.13
67,8,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,130766,584.17,613.67,37604.13
67,9,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,101347,524.4,571.33,37604.13
67,10,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,49325,654.83,662.4,37604.13
67,11,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,False,True,mismatch-valid,42115,593.6,560.6,37604.13
67,15,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,14985,622.33,603.8,37604.13
67,16,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,14266,642.75,566.67,37604.13
68,4,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,10745,667.17,646.17,9898.93
68,9,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,7643,606.33,585.0,9898.93
68,11,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,4397,576.83,712.0,9898.93
68,12,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,5353,618.4,732.6,9898.93
68,14,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,1646,869.83,614.0,9898.93
68,16,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,1660,688.0,607.5,9898.93
68,17,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,1387,637.83,818.83,9898.93
68,18,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,6059,721.33,782.17,9898.93
68,6,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,21519,679.5,710.0,9898.93
68,5,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,12762,702.17,587.83,9898.93
68,7,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,11443,706.33,627.5,9898.93
68,8,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,True,True,mismatch-valid,20656,599.6,722.0,9898.93
68,10,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,True,True,mismatch-valid,30658,589.83,597.6,9898.93
68,13,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,10908,608.83,664.33,9898.93
68,15,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,1648,648.67,596.0,9898.93
69,3,syllogistic,All;Finland;country in the north/No;country in the north;hot,verify,No;Finland;hot,True,True,match-valid,13294,839.6,1040.5,18684.0
69,7,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,11523,659.2,687.0,18684.0
69,8,syllogistic,No;elephant;car/All;car;petrol,verify,No;elephant;petrol,True,False,match-invalid,9542,743.17,709.6,18684.0
69,10,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,13407,681.67,674.5,18684.0
69,11,syllogistic,All;ant;insect/No;insect;backbone,verify,No;ant;backbone,True,True,match-valid,4740,632.2,687.17,18684.0
69,12,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,8703,671.8,660.83,18684.0
69,15,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,13985,797.17,614.75,18684.0
69,16,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,8328,669.17,774.0,18684.0
69,18,syllogistic,All;bat;mammal/No;mammal;fly,verify,All;bat;fly,False,False,mismatch-invalid,5526,574.67,650.4,18684.0
69,4,syllogistic,All;men;Y gene/No;Y gene;ova,verify,Some not;men;ova,False,False,mismatch-invalid,9990,706.4,693.5,18684.0
69,6,syllogistic,All;sailing champion;swimm well/No;swimm well;paralytic,verify,Some not;paralytic;sailing champion,True,True,mismatch-valid,62833,698.33,805.67,18684.0
69,9,syllogistic,All;cream;object with lots of odour/No;object with lots of odour;metallic object,verify,Some not;metallic object;cream,False,True,mismatch-valid,31266,638.8,717.17,18684.0
69,13,syllogistic,No;object with wheal;boat/All;vehicle;object with wheal,verify,Some not;vehicle;boat,True,False,mismatch-invalid,28285,702.6,691.17,18684.0
69,14,syllogistic,All;dolphin;animal/No;cold-blooded animal;dolphin,verify,Some not;animal;cold-blooded,True,True,mismatch-valid,16463,816.8,734.5,18684.0
69,17,syllogistic,All;pilot;driver/No;autism;pilot,verify,Some not;driver;autism,False,True,mismatch-valid,42375,948.0,637.67,18684.0
70,3,syllogistic,All;snake;reptile/No;rabbit;snake,verify,No;rabbit;reptile,True,False,match-invalid,2156,693.4,630.67,6529.07
70,6,syllogistic,All;flower;water/No;computer;flower,verify,No;computer;water,True,False,match-invalid,15149,596.5,547.5,6529.07
70,8,syllogistic,No;animal;immortal/All;bird;animal,verify,No;bird;immortal,True,True,match-valid,5332,641.0,738.33,6529.07
70,9,syllogistic,No;stone;cat/All;cat;eyes,verify,No;stone;eyes,True,False,match-invalid,6961,579.4,628.67,6529.07
70,10,syllogistic,No;fruit;dairy product/All;apple;fruit,verify,No;apple;dairy product,True,True,match-valid,15237,682.4,604.0,6529.07
